Sector;Region;Company;Industry;Country;Ticker;Currency;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;;;;;;;;;;;;;;;;
Chemicals;Can Aus;Agrium;Specialized Chemicals;Canada;Complete Goodwill;0,901;2014;1958;2349;2277;2271;1801;1783;178;174;0;0;0;0;45;49;52;0;;;;;;;;;;;;;;;;
Chemicals;EU;Yara International;Specialized Chemicals;Norway;Short Goodwill;-100,000;0;0;804;720;712;513;526;174;79;6;6;0;0;1;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Syngenta;Specialized Chemicals;Switzerland;Complete Goodwill;0,820;0;0;1643;1319;1348;1295;1241;1567;1138;1090;1076;759;806;892;835;0;0;;;;;;;;;;;;;;;;
Chemicals;S Korea;Lotte Chemical;Specialized Chemicals;S Korea;No Goodwill;-100,000;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Shaanxi Coal Industry;Diversified Metal & Mining;China;No Goodwill;-100,000;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;East;Saudi Arabian Mining;Diversified Metal & Mining;Saudi Arabia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Tongling Nonferrous Metals;Diversified Metal & Mining;China;No Goodwill;-100,000;3;3;11;11;10;7;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Can Aus;Cameco;Diversified Metal & Mining;Canada;Short Goodwill;-100,000;88;88;93;0;0;0;0;137;159;149;144;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;Southern Copper;Diversified Metal & Mining;USA;Complete Goodwill;0,726;17;17;17;17;17;17;17;17;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;Polymetal International;Diversified Metal & Mining;UK;Short Goodwill;-100,000;28;51;182;174;177;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Xinhu Zhongbao;Diversified Metal & Mining;China;No Goodwill;-100,000;0;5;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Russia;UC Rusal;Aluminium;Russia;Complete Goodwill;0,966;2481;3397;3949;3798;3926;3944;4014;4562;1324;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;Alcoa;Aluminium;USA;Complete Goodwill;-0,639;5247;3415;5170;5251;5122;5051;4981;4799;6166;6108;6412;6549;6365;5733;6003;1328;1414;;;;;;;;;;;;;;;;
Metallurgy;EU;Norsk Hydro;Aluminium;Norway;Short Goodwill;-100,000;0;0;523;739;176;164;188;0;0;0;160;0;172;158;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Aluminum Corp of China;Aluminium;China;Complete Goodwill;0,860;379;387;374;366;349;346;340;306;51;2;0;52;55;58;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;India;Hindalco Industries;Aluminium;India;Complete Goodwill;0,771;2076;2105;2218;0;0;917;989;1924;35;87;86;133;121;94;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Asia;Catcher Technology;Aluminium;Taiwan;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;ArcelorMittal;Iron & Steel;Luxembourg;Complete Goodwill;0,949;7322;7735;8164;12471;12589;14828;13629;12663;7574;1391;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;S Korea;Posco;Iron & Steel;S Korea;Short Goodwill;-100,000;1639;1533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Japan;Nippon Steel;Iron & Steel;Japan;Short Goodwill;-100,000;0;0;602;197;237;269;58;30;93;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Baoshan Iron & Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Japan;JFE Holdings ;Iron & Steel;Japan;Short Goodwill;-100,000;246;18;0;52;0;0;0;0;0;0;1;12;35;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;India;Tata Steel;Iron & Steel;India;Short Goodwill;-100,000;2115;2549;2448;3726;3351;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Asia;China Steel;Iron & Steel;Taiwan;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;Nucor;Iron & Steel;USA;Complete Goodwill;0,973;2069;1974;2005;1831;1836;1803;1732;848;143;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Citic Pacific;Iron & Steel;China;Complete Goodwill;0,989;2214;2301;145;210;171;179;135;81;141;74;61;27;28;43;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Japan;Kobe Steel;Iron & Steel;Japan;No Goodwill;-100,000;0;0;0;0;0;0;0;5;0;0;0;0;5;13;0;4;0;;;;;;;;;;;;;;;;
Metallurgy;S Korea;Hyundai Steel;Iron & Steel;S Korea;Short Goodwill;-100,000;676;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;Voestalpine;Iron & Steel;Austria;Complete Goodwill;0,983;0;0;1945;1841;1888;2035;1986;2049;418;300;295;256;271;142;94;81;0;;;;;;;;;;;;;;;;
Metallurgy;Latin;Metalurgica Gerdau;Iron & Steel;Brazil;Complete Goodwill;0,959;4766;4852;5183;5530;4688;4705;6677;3105;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Russia;Severstal;Iron & Steel;Russia;Complete Goodwill;0,877;37;54;115;156;248;243;260;157;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Russia;Mechel;Iron & Steel;Russia;Complete Goodwill;0,878;403;688;799;1050;989;894;910;914;46;40;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Hebei Iron & Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;US Steel;Iron & Steel;USA;Short Goodwill;-100,000;0;0;1822;1783;1760;1725;1609;1712;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;Salzgitter;Iron & Steel;Germany;No Goodwill;-100,000;0;0;0;0;0;0;29;22;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Can Aus;Bluescope Steel;Iron & Steel;Australia;Complete Goodwill;0,484;280;256;313;294;452;659;726;656;78;85;78;39;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Angang Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Russia;Evraz Group;Iron & Steel;Russia;Complete Goodwill;0,942;1541;1988;2180;2180;2219;2186;2167;806;37;894;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Russia;Novolipetsk Steel;Iron & Steel;Russia;Complete Goodwill;0,716;285;463;786;760;495;557;614;1189;560;173;180;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Wuhan Iron & Steel;Iron & Steel;China;Short Goodwill;-100,000;81;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Shanxi Taigang Stainless;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Maanshan Iron & Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Hunan Valin Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;India;Steel Authority of India;Iron & Steel;India;No Goodwill;-100,000;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Latin;Cia Siderurgica Nacional;Iron & Steel;Brazil;Short Goodwill;-100,000;154;173;411;339;241;212;274;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;Ternium;Iron & Steel;Luxembourg;Complete Goodwill;0,778;662;662;664;664;750;709;684;851;398;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Russia;Magnitogorsk Iron & Steel;Iron & Steel;Russia;Short Goodwill;-100,000;0;0;290;274;290;309;45;35;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;Reliance Steel ;Iron & Steel;USA;Complete Goodwill;0,965;1736;1692;1315;1244;1110;1081;1066;886;785;385;342;325;284;250;232;215;0;;;;;;;;;;;;;;;;
Metallurgy;China;Fosun International;Iron & Steel;China;Complete Goodwill;0,967;1105;504;275;257;56;19;13;14;23;22;16;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Can Aus;Fortescue Metals Group;Iron & Steel;Australia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Inner Mongolia Baotou Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Latin;Usiminas;Iron & Steel;Brazil;Short Goodwill;-100,000;0;0;107;125;125;101;118;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;Cliffs Natural Resources;Iron & Steel;USA;Short Goodwill;-100,000;2;75;167;1152;197;75;0;0;0;0;0;0;0;0;3;0;0;;;;;;;;;;;;;;;;
Metallurgy;India;Jindal Steel & Power;Iron & Steel;India;Short Goodwill;-100,000;87;96;29;20;22;21;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;Vesuvius;Iron & Steel;UK;Complete Goodwill;0,409;874;916;919;1441;1404;1369;1712;862;791;877;877;827;899;957;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;S Korea;Hyundai Hysco;Iron & Steel;S Korea;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;China;Gansu Jiu Steel Group Hongxing Iron & Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;EU;Outokumpu;Iron & Steel;Finland;Complete Goodwill;0,592;568;642;631;619;642;691;665;591;533;548;647;601;336;264;7;8;0;;;;;;;;;;;;;;;;
Metallurgy;China;Shandong Iron and Steel;Iron & Steel;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;India;JSW Steel;Iron & Steel;India;Complete Goodwill;0,960;250;253;246;267;239;186;180;190;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;USA;Iron Mountain;Iron & Steel;USA;Complete Goodwill;0,922;2424;2463;2335;2254;2280;2535;2452;2574;2165;2139;2040;1776;1545;1530;1526;729;527;;;;;;;;;;;;;;;;
Metallurgy;East;Erdemir;Iron & Steel;Turkey;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Can Aus;Kumba Iron Ore;Iron & Steel;S Africa;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Metallurgy;Can Aus;Exxaro Resources;Iron & Steel;S Africa;Short Goodwill;-100,000;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Vodafone;Telecommunications services;UK;Complete Goodwill;-0,689;35088;38458;48149;61525;69899;81183;100065;102775;74781;95764;148471;128782;139482;132004;143696;0;0;;;;;;;;;;;;;;;;
Telecom;China;ChinaMobile;Telecommunications services;China;Complete Goodwill;-0,183;5701;6096;5848;5708;5450;5401;5310;4851;4628;4308;4265;4153;4376;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;AT&T;Telecommunications services;USA;Complete Goodwill;0,961;69692;69273;69773;70842;73601;72782;71829;70713;67657;14055;1625;1611;1643;3577;3947;5900;0;;;;;;;;;;;;;;;;
Telecom;Japan;NT&T;Telecommunications services;Japan;Complete Goodwill;0,536;0;0;10326;9679;8516;5336;4387;3634;3328;3151;2964;0;0;4623;5214;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Telefonica;Telecommunications services;Spain;Complete Goodwill;0,977;30540;32362;36989;37711;39347;28032;25616;28866;28691;10824;8070;7622;6629;8008;7143;4207;0;;;;;;;;;;;;;;;;
Telecom;USA;Verizon;Telecommunications services;USA;Complete Goodwill;0,783;24639;24634;24139;23357;21988;22472;6035;5245;5655;315;837;835;1339;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Orange;Telecommunications services;France;Complete Goodwill;-0,056;30142;34508;34093;35422;38617;39825;41820;45831;41596;40970;37424;32530;28828;30669;33379;1206;0;;;;;;;;;;;;;;;;
Telecom;Latin;AmericaMovil;Telecommunications services;Mexico;Complete Goodwill;0,961;9561;7080;7580;5877;5618;5126;4011;4093;2360;1171;908;842;1;567;975;283;0;;;;;;;;;;;;;;;;
Telecom;China;China Telecom;Telecommunications services;China;Short Goodwill;-100,000;4832;4943;4742;4629;4420;4381;4307;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Telecom Italia;Telecommunications services;Italy;Complete Goodwill;0,843;36417;41336;42872;47810;58407;62504;61360;64858;57727;53427;37248;34176;29056;27971;31213;26184;0;;;;;;;;;;;;;;;;
Telecom;Japan;Softbank;Telecommunications services;Japan;Complete Goodwill;0,961;0;0;9201;9790;9561;9615;9254;8275;8881;401;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Japan;KDDI;Telecommunications services;Japan;Short Goodwill;-100,000;0;0;1082;280;200;261;236;217;259;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Deutsche Telecom;Telecommunications services;Germany;Complete Goodwill;0,343;14677;14562;14440;17158;20521;20334;20626;20640;20955;18375;18705;24513;29436;40597;19263;13428;0;;;;;;;;;;;;;;;;
Telecom;Can Aus;Telstra;Telecommunications services;Australia;Complete Goodwill;0,457;1352;352;1432;1332;1302;1428;2003;1692;1602;1581;1500;1373;1097;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;BT Group;Telecommunications services;UK;Complete Goodwill;0,770;2173;2195;2235;2148;2097;2243;2761;2178;1510;988;741;330;311;341;13107;9339;1230;;;;;;;;;;;;;;;;
Telecom;Can Aus;BCE;Telecommunications services;Canada;Complete Goodwill;0,289;7225;7873;7189;7267;5638;5060;5309;5455;4828;4924;5958;5540;6433;10380;10975;0;0;;;;;;;;;;;;;;;;
Telecom;EU;TeliaSonera;Telecommunications services;Sweden;Complete Goodwill;0,742;9145;10499;11887;11348;11900;11899;11031;10809;9273;8478;0;7202;7252;2539;122;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;SingTel;Telecommunications services;Singapore;Complete Goodwill;0,967;7661;7659;7931;7434;7497;6877;6727;6650;6227;5746;5832;5731;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;China;China Unikom;Telecommunications services;China;Complete Goodwill;0,532;448;458;439;429;409;406;399;413;394;384;379;0;276;5;36;0;0;;;;;;;;;;;;;;;;
Telecom;Can Aus;MTN Group;Telecommunications services;S Africa;Complete Goodwill;0,921;1923;2320;3785;2930;2868;3384;3794;3121;3833;0;5;5;1363;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;East;Saudi Telecom;Telecommunications services;Saudi Arabia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Telenor;Telecommunications services;Norway;Complete Goodwill;0,778;3033;3533;3039;3806;4368;4776;5441;5264;5223;3230;2073;1369;1426;932;576;0;0;;;;;;;;;;;;;;;;
Telecom;India;Bharti Airtel;Telecommunications services;India;Complete Goodwill;0,993;6545;7593;7750;8750;8501;874;825;177;53;61;65;197;165;332;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;KPN;Telecommunications services;Netherlands;Complete Goodwill;0,832;1768;1614;6822;7223;7625;8265;7911;8441;6030;5553;5615;5195;4671;4932;18993;733;931;;;;;;;;;;;;;;;;
Telecom;USA;CenturyLink;Telecommunications services;USA;Complete Goodwill;0,994;20755;20674;21732;21732;10261;10252;4016;4011;3431;3433;3434;3425;3427;2087;2509;1645;0;;;;;;;;;;;;;;;;
Telecom;Russia;Sistema JSFC (MTC);Telecommunications services;Russia;Complete Goodwill;0,974;818;1328;1700;1601;1873;1647;1351;860;504;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Russia;VimpelCom;Telecommunications services;Russia;Complete Goodwill;0,965;10285;14709;16964;16776;6722;6090;3477;1040;775;477;368;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Can Aus;Rogers Communications;Telecommunications services;Canada;Complete Goodwill;0,927;3346;3524;3217;3317;3018;2645;2837;2820;2451;2506;2603;1350;1205;1105;1190;232;0;;;;;;;;;;;;;;;;
Telecom;Can Aus;Telus;Telecommunications services;Canada;Complete Goodwill;0,828;3237;3511;3704;3703;3469;3130;3343;2951;2795;2606;2402;2226;1990;2144;2193;0;0;;;;;;;;;;;;;;;;
Telecom;S Korea;SK Telecom;Telecommunications services;S Korea;Complete Goodwill;0,633;1751;1644;1160;1180;1132;1027;1310;1689;1773;1779;1702;1743;1778;7;0;12;14;;;;;;;;;;;;;;;;
Telecom;EU;Swisscom;Telecommunications services;Switzerland;Complete Goodwill;0,956;5045;5420;4972;5263;6002;6136;6133;5767;3327;253;123;109;764;1311;1661;2194;0;;;;;;;;;;;;;;;;
Telecom;S Korea;KT;Telecommunications services;S Korea;Short Goodwill;-100,000;529;562;58;59;56;51;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Latin;Tele Norte Leste;Telecommunications services;Brazil;No Goodwill;-100,000;0;0;0;0;63;103;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Sprint Corp;Telecommunications services;USA;Complete Goodwill;0,293;6575;6383;359;359;359;373;0;978;30904;21288;4401;4401;4401;4737;0;0;0;;;;;;;;;;;;;;;;
Telecom;Latin;Oi;Telecommunications services;Brazil;Short Goodwill;-100,000;0;0;38;48;46;42;43;84;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Vivendi;Telecommunications services;France;Complete Goodwill;0,011;11346;23680;32615;32428;33711;35124;31612;22525;17247;16759;17843;22396;20898;32997;0;0;0;;;;;;;;;;;;;;;;
Telecom;Russia;Rostelecom;Telecommunications services;Russia;Complete Goodwill;0,852;446;776;1241;869;269;168;161;27;33;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;S Korea;LG Uplus;Telecommunications services;S Korea;No Goodwill;-100,000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;China;China Communications Services;Telecommunications services;China;Short Goodwill;-100,000;17;17;16;16;15;15;15;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;East;Ooredoo Telecom;Telecommunications services;Qatar;Short Goodwill;-100,000;2920;3096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;East;Etisalat;Telecommunications services;UAE;Short Goodwill;-100,000;4273;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Russia;MegaFon;Telecommunications services;Russia;Short Goodwill;-100,000;571;976;816;507;231;14;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Portugal Telecom;Telecommunications services;Portugal;Complete Goodwill;0,045;0;526;1917;1948;554;1665;1317;1569;1695;1522;1659;1617;2303;4040;3352;1440;0;;;;;;;;;;;;;;;;
Telecom;EU;Belgacom;Telecommunications services;Belgium;Complete Goodwill;0,921;2763;3204;3094;3010;3108;2991;2951;2595;2323;0;0;48;49;62;91;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Telekom Indonesia;Telecommunications services;Indonesia;Short Goodwill;-100,000;24;20;25;18;0;0;286;358;0;1;3;6;8;9;0;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Chunghwa Telecom;Telecommunications services;Taiwan;No Goodwill;-100,000;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;East;Turk Telekom;Telecommunications services;Turkey;Complete Goodwill;0,921;21;23;31;35;31;42;34;36;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Tele2;Telecommunications services;Sweden;Complete Goodwill;0,448;0;0;1749;1552;1543;1413;1499;1914;2737;3622;3005;3140;3043;2780;2586;209;0;;;;;;;;;;;;;;;;
Telecom;USA;Virgin Media;Telecommunications services;USA;Complete Goodwill;0,900;5794;5794;2018;2018;2018;2018;2082;2488;2517;193;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Level 3 Communications;Telecommunications services;USA;Complete Goodwill;0,883;7689;2577;2565;2541;1427;1429;1432;1421;408;264;273;278;279;0;0;118;0;;;;;;;;;;;;;;;;
Telecom;East;Etihad Etisalat;Telecommunications services;Saudi Arabia;Short Goodwill;-100,000;391;408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Windstream;Telecommunications services;USA;Complete Goodwill;0,966;4353;4331;4341;4302;3671;2344;2198;2224;1965;1219;1058;1;1;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Hellenic Telecom;Telecommunications services;Greece;Complete Goodwill;0,726;615;699;750;737;761;827;742;791;714;88;96;98;80;135;143;0;0;;;;;;;;;;;;;;;;
Telecom;East;Turkcell Iletisim;Telecommunications services;Turkey;Short Goodwill;-100,000;14;15;21;22;127;238;259;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Frontier Communications;Telecommunications services;USA;Complete Goodwill;0,978;7205;6338;6338;6338;6292;2642;2642;2635;1918;1921;1940;1940;1869;2068;509;30;0;;;;;;;;;;;;;;;;
Telecom;EU;Millicom International;Telecommunications services;Luxembourg;Complete Goodwill;0,906;3066;1382;1508;1415;1428;0;0;0;0;73;38;50;10;53;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;TDC;Telecommunications services;Denmark;Complete Goodwill;0,600;0;0;3031;2886;2981;4930;0;3949;4627;4765;4438;3027;2679;2838;1667;0;0;;;;;;;;;;;;;;;;
Telecom;East;Zain;Telecommunications services;Kuwait;Short Goodwill;-100,000;0;0;2492;3256;3338;6302;6290;4981;4507;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Advanced Info Service;Telecommunications services;Thailand;No Goodwill;-100,000;1;1;1;1;50;91;95;207;207;224;253;273;291;313;10;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;PLDT;Telecommunications services;Philippines;Complete Goodwill;0,522;0;0;1519;1605;231;246;180;225;206;29;27;1;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Can Aus;Telecom of New Zealand;Telecommunications services;New Zeland;Complete Goodwill;0,443;128;127;139;84;76;67;76;125;103;74;625;509;455;445;858;857;0;;;;;;;;;;;;;;;;
Telecom;Asia;Taiwan Mobile;Telecommunications services;Taiwan;Short Goodwill;-100,000;432;528;241;242;217;207;217;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Telekom Malaysia;Telecommunications services;Malaysia;Complete Goodwill;0,780;103;94;100;101;96;88;0;2117;1862;1820;1059;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Far EasTone Telecom;Telecommunications services;Taiwan;Short Goodwill;-100,000;295;361;348;350;326;0;0;0;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Total Access Communication;Telecommunications services;Thailand;No Goodwill;-100,000;0;0;1;1;1;1;1;0;0;0;5;6;6;6;8;9;9;;;;;;;;;;;;;;;;
Telecom;Asia;Maxis;Telecommunications services;Malaysia;Short Goodwill;-100,000;63;67;71;72;68;62;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;East;Emirates Integrated Telecom;Telecommunications services;UAE;Short Goodwill;-100,000;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Crown Castle International;Telecommunications services;USA;Complete Goodwill;0,953;5210;4916;3120;2035;2029;1985;1984;1971;391;340;332;270;1067;1051;1113;596;0;;;;;;;;;;;;;;;;
Telecom;Latin;Telefonica Brasil;Telecommunications services;Brazil;Short Goodwill;-100,000;0;4334;5234;6115;605;365;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;SBA Communications;Telecommunications services;USA;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Telefonica Deutschland;Telecommunications services;Germany;Short Goodwill;-100,000;0;975;933;914;938;606;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;India;Idea Cellular;Telecommunications services;India;No Goodwill;-100,000;1;1;1;1;1;1;518;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;United Internet;Telecommunications services;Germany;Complete Goodwill;0,884;0;625;471;520;536;572;530;568;493;324;35;43;64;46;57;58;0;;;;;;;;;;;;;;;;
Telecom;India;Mahanagar Telephone Nigam;Telecommunications services;India;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;EU;Altice;Telecommunications services;Netherlands;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Telecom;Asia;Advanced Info Services;Telecommunications services;Thailand;No Goodwill;-100,000;0;1;1;1;50;91;95;207;207;224;253;273;291;313;10;0;0;;;;;;;;;;;;;;;;
Telecom;Can Aus;Vodacom Group;Telecommunications services;S Africa;Complete Goodwill;0,672;199;178;319;226;272;404;883;230;132;72;65;58;33;33;0;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Comcast;Broadcating&Cable;USA;Complete Goodwill;0,918;27316;27098;26985;26874;14958;14933;14889;14705;13768;13498;14020;14841;16562;6289;6945;0;0;;;;;;;;;;;;;;;;
Telecom;USA;Walt Disney;Broadcating&Cable;USA;Complete Goodwill;0,862;27881;27324;25110;24145;24100;21683;22151;22085;22505;16974;16966;16966;17083;12106;16117;14;0;;;;;;;;;;;;;;;;
