Sector;Region;Company;Industry;Country;Ticker;Currency;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;;;;;;;;;;;;;;;;
Oil;Can Aus;TransCanada;Oil Services & Equipment;Canada;Complete Goodwill;0,928;3476;3472;3460;3574;3467;3297;4125;2453;248;47;45;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Tenaris;Oil Services & Equipment;Luxembourg;Short Goodwill;-100,000;1745;1807;1807;1806;1805;0;0;2149;1228;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Technip;Oil Services & Equipment;France;Complete Goodwill;0,852;3389;3226;3292;3112;2379;2369;2369;2357;2360;2377;2395;2409;2529;2585;592;154;0;;;;;;;;;;;;;;;;
Oil;USA;Kinder Morgan;Oil Services & Equipment;USA;Short Goodwill;-100,000;24654;24504;23572;5074;4831;4744;4699;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Transocean;Oil Services & Equipment;Switzerland;Complete Goodwill;0,605;0;2987;2987;3217;8132;8134;8128;8219;2195;2209;2252;2231;2218;6467;1038;0;0;;;;;;;;;;;;;;;;
Oil;USA;Cameron international;Oil Services & Equipment;USA;Complete Goodwill;0,960;2461;2925;1924;1615;1476;1442;709;648;595;577;415;316;302;244;437;455;0;;;;;;;;;;;;;;;;
Oil;USA;Williams Cos;Oil Services & Equipment;USA;Complete Goodwill;0,363;1120;646;649;0;0;1011;1011;1011;1011;1015;1015;1015;1083;1141;43;0;584;;;;;;;;;;;;;;;;
Oil;USA;FMC Technologies;Oil Services & Equipment;USA;Complete Goodwill;0,916;552;581;598;266;275;273;129;148;123;116;117;118;84;312;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Spectra Energy;Oil Services & Equipment;USA;Complete Goodwill;0,990;4714;4810;4513;4420;4305;3948;3381;3948;3507;3775;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Seadrill;Oil Services & Equipment;USA;Complete Goodwill;0,703;604;1200;1320;1320;1676;1596;1547;1510;1257;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Ensco;Oil Services & Equipment;UK;Complete Goodwill;0,778;430;5400;5190;5252;519;527;623;673;620;612;625;560;526;149;162;178;0;;;;;;;;;;;;;;;;
Oil;China;China Oilfield Services;Oil Services & Equipment;China;Short Goodwill;-100,000;666;679;671;657;659;673;663;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Noble;Oil Services & Equipment;Switzerland;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Petrofac;Oil Services & Equipment;UK;Complete Goodwill;0,585;115;155;125;107;106;98;98;72;57;49;50;26;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Helmerich & Payne;Oil Services & Equipment;USA;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;EU;Subsea 7;Oil Services & Equipment;UK;Short Goodwill;-100,000;1322;2585;2575;2567;0;0;0;0;0;0;5;6;6;120;118;121;0;;;;;;;;;;;;;;;;
Oil;USA;Nabors Industries;Oil Services & Equipment;USA;Complete Goodwill;0,437;174;513;472;501;494;164;176;368;362;342;327;336;307;199;192;0;0;;;;;;;;;;;;;;;;
Oil;USA;Oceaneering International;Oil Services & Equipment;USA;Complete Goodwill;0,580;331;344;363;333;143;131;119;112;87;85;63;38;15;14;11;0;9;;;;;;;;;;;;;;;;
Oil;USA;Diamond Offshore Drilling;Oil Services & Equipment;USA;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;25;38;55;0;0;;;;;;;;;;;;;;;;
Oil;China;Offshore Oil Engineering;Oil Services & Equipment;China;No Goodwill;-100,000;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;SBM Offshore;Oil Services & Equipment;USA;Complete Goodwill;0,223;25;25;25;25;25;25;0;25;25;25;25;25;28;24;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Energy Transfer Equity;Oil Services & Equipment;USA;Complete Goodwill;0,989;7865;5894;6434;2039;1601;775;773;748;634;354;349;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Enterprise Products Partners;Oil Services & Equipment;USA;Complete Goodwill;0,961;4300;2080;2087;2092;2108;2018;2020;592;591;494;459;82;82;0;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Plains GP Holdings;Oil Services & Equipment;USA;Short Goodwill;-100,000;2465;2503;2535;1854;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Oil;USA;Global Partners;Oil Services & Equipment;USA;Short Goodwill;-100,000;154;154;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;BASF;Diversified Chemicals;Germany;Complete Goodwill;0,978;0;0;8446;7724;7812;7262;6638;6285;6220;2598;2676;2566;2159;2197;2434;750;649;;;;;;;;;;;;;;;;
Chemicals;East;Saudi Basic Industries;Diversified Chemicals;Saudi Arabia;Short Goodwill;-100,000;3338;3543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Bayer Group;Diversified Chemicals;Germany;Complete Goodwill;0,881;0;0;12293;11868;11974;12470;12089;11995;10858;3186;2531;2437;2983;855;906;705;729;;;;;;;;;;;;;;;;
Chemicals;USA;Dow Chemical;Diversified Chemicals;USA;Complete Goodwill;0,955;12632;12798;12739;12930;12967;13213;3394;3572;3242;3140;3152;3226;3189;3130;1928;1834;0;;;;;;;;;;;;;;;;
Chemicals;USA;EI du Pont de Nemours;Diversified Chemicals;USA;Complete Goodwill;0,759;4529;4713;4616;5413;2617;2137;2135;2074;2108;2087;2082;1939;1167;3746;3935;3829;0;;;;;;;;;;;;;;;;
Chemicals;EU;Linde;Diversified Chemicals;Germany;Complete Goodwill;0,963;0;0;14048;10194;10373;10454;9636;10705;9928;3429;3782;3641;3147;2726;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;LyondellBasell Industries;Diversified Chemicals;Netherlands;Short Goodwill;-100,000;566;605;591;585;787;0;0;5247;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Shin-Etsu Chemical;Diversified Chemicals;Japan;No Goodwill;-100,000;0;0;0;113;120;149;146;194;198;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Mitsubishi Chemical;Diversified Chemicals;Japan;Short Goodwill;-100,000;0;0;2254;1779;1764;1833;864;839;155;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Asia;Nan Ya Plastic;Diversified Chemicals;Taiwan;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Akzo Nobel;Diversified Chemicals;Netherlands;Complete Goodwill;0,623;1515;1628;1788;5007;5080;5305;5177;676;554;346;376;354;290;178;107;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;PPG Industries;Diversified Chemicals;USA;Complete Goodwill;0,921;3801;3008;2761;2660;2719;2784;2641;1476;1337;1166;1216;1157;1047;1129;1032;1002;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Toray Industries;Diversified Chemicals;Japan;Short Goodwill;-100,000;0;0;373;400;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Asahi Kasei;Diversified Chemicals;Japan;Short Goodwill;-100,000;0;0;1683;107;58;63;72;48;52;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Royal DSM;Diversified Chemicals;Netherlands;Complete Goodwill;0,832;2175;2292;2497;1441;919;930;1149;1057;957;901;564;462;460;484;1;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Sumitomo Chemical;Diversified Chemicals;Japan;Short Goodwill;-100,000;0;0;993;870;908;1011;125;174;53;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Solvay;Diversified Chemicals;Belgium;Complete Goodwill;0,846;3832;4276;3594;3520;90;109;2330;1767;1602;1311;193;195;206;207;246;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Johnson Matthey;Diversified Chemicals;UK;Complete Goodwill;0,861;853;942;928;833;817;805;957;962;736;734;688;616;561;263;13;8;7;;;;;;;;;;;;;;;;
Chemicals;East;Petro Rabigh;Diversified Chemicals;Saudi Arabia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Can Aus;Sasol;Diversified Chemicals;S Africa;Complete Goodwill;0,712;51;62;148;96;103;101;96;106;83;39;80;14;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Asia;PTT Global Chemical;Diversified Chemicals;Thailand;Short Goodwill;-100,000;0;0;347;353;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Koninklijke DSM;Diversified Chemicals;Netherlands;Complete Goodwill;0,736;1788;1660;1888;1112;691;649;822;724;725;742;416;367;442;552;1;0;0;;;;;;;;;;;;;;;;
Chemicals;China;China Agri-Industries;Diversified Chemicals;China;Complete Goodwill;0,921;174;178;171;166;151;149;93;82;73;30;30;29;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Lanxess;Diversified Chemicals;Germany;Complete Goodwill;0,824;0;0;230;216;182;176;124;15;15;13;0;48;156;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Huntsman;Diversified Chemicals;USA;Complete Goodwill;0,522;122;131;117;114;94;94;92;93;90;91;3;3;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Teijin;Diversified Chemicals;Japan;Complete Goodwill;-0,313;79;151;227;581;590;639;170;498;267;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Showa Denko;Diversified Chemicals;Japan;Complete Goodwill;-0,366;17;48;2;18;30;120;108;102;68;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;DSM;Diversified Chemicals;Netherlands;Complete Goodwill;0,836;2175;2292;2497;1441;919;930;1149;1057;957;901;564;462;460;484;1;0;0;;;;;;;;;;;;;;;;
Chemicals;Latin;SQM;Diversified Chemicals;Chile;Short Goodwill;-100,000;0;38;38;39;38;38;31;33;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Tosoh;Diversified Chemicals;Japan;No Goodwill;-100,000;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;S Korea;Hanwha Chemical;Diversified Chemicals;S Korea;Complete Goodwill;0,136;231;229;237;105;112;27;38;39;49;20;24;23;53;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Croda International;Diversified Chemicals;UK;Complete Goodwill;0,913;364;378;327;321;309;314;371;400;368;12;12;11;11;11;12;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Chemtura;Diversified Chemicals;USA;Complete Goodwill;0,571;172;179;177;174;175;235;265;1309;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Monsanto;Specialized Chemicals;USA;Complete Goodwill;0,639;4319;3520;3435;3365;3204;3218;3132;2625;1522;1248;720;768;757;2748;2827;0;0;;;;;;;;;;;;;;;;
Chemicals;Asia;Siam Cement;Specialized Chemicals;Thailand;Complete Goodwill;0,682;329;314;122;82;37;25;25;19;48;52;64;45;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Asia;Formosa Chemicals;Specialized Chemicals;Taiwan;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Brenntag;Specialized Chemicals;Germany;Short Goodwill;-100,000;0;0;2472;2259;2128;2082;2028;2066;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;China;Sinopec Shanghai Petrochemical;Specialized Chemicals;China;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;3;3;4;6;8;9;11;12;;;;;;;;;;;;;;;;
Chemicals;USA;Ecolab;Specialized Chemicals;USA;Complete Goodwill;0,990;6717;6863;5921;5855;1329;1414;1268;1279;1036;937;992;797;696;597;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Praxair;Specialized Chemicals;USA;Complete Goodwill;0,906;3121;3194;2507;2372;2066;2070;1909;1967;1613;1545;1551;1075;985;1136;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Mosaic;Specialized Chemicals;USA;Complete Goodwill;0,870;1807;1794;1845;1844;1830;1763;1734;1875;2284;2347;2160;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Air Products & Chemicals;Specialized Chemicals;USA;Complete Goodwill;0,731;1237;1654;1598;796;915;916;928;1230;989;920;831;726;431;0;0;350;325;;;;;;;;;;;;;;;;
Chemicals;USA;Ashland;Specialized Chemicals;USA;Complete Goodwill;0,935;2643;2709;3342;3291;2148;2220;283;377;210;164;529;523;510;528;537;0;207;;;;;;;;;;;;;;;;
Chemicals;USA;Eastman Chemicals;Specialized Chemicals;USA;Complete Goodwill;0,980;4486;2637;2644;406;375;315;325;316;314;312;314;317;344;339;277;271;0;;;;;;;;;;;;;;;;
Chemicals;Can Aus;Potash of Saskatehewan;Specialized Chemicals;Canada;Complete Goodwill;-0,639;97;97;0;0;0;97;97;97;97;97;97;97;97;97;160;109;0;;;;;;;;;;;;;;;;
Chemicals;Asia;Formosa Plastics;Specialized Chemicals;Taiwan;No Goodwill;-100,000;0;4;4;4;4;4;4;4;4;4;7;9;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Russia;Uralkali;Specialized Chemicals;Russia;Complete Goodwill;0,971;1802;1802;1940;1830;12;12;12;15;14;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Russia;PhosAgro;Specialized Chemicals;Russia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;CF Industries;Specialized Chemicals;USA;Short Goodwill;-100,000;2093;2096;2065;2065;2065;1;1;1;1;1;1;1;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Asia;Petronas Chemicals;Specialized Chemicals;Malaysia;No Goodwill;-100,000;0;0;0;0;195;337;8;8;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;East;Saudi Arabian Fertilizers;Specialized Chemicals;Saudi Arabia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Givaudan;Specialized Chemicals;Switzerland;Complete Goodwill;0,930;0;1821;1800;1936;1672;1778;1746;1933;827;866;789;764;728;625;663;784;0;;;;;;;;;;;;;;;;
Chemicals;USA;Sigma-Aldrich;Specialized Chemicals;USA;Complete Goodwill;0,743;756;691;691;466;438;401;388;420;361;336;158;113;106;128;118;91;0;;;;;;;;;;;;;;;;
Chemicals;USA;Rockwood Holdings;Specialized Chemicals;USA;Complete Goodwill;0,906;0;660;611;850;877;939;918;1767;1593;1566;1806;684;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;Airgas;Specialized Chemicals;USA;Complete Goodwill;0,970;1314;1290;1196;1164;1117;1109;1063;969;832;566;511;504;438;407;440;445;428;;;;;;;;;;;;;;;;
Chemicals;EU;EMS-Chemie Holding;Specialized Chemicals;Switzerland;Complete Goodwill;-0,813;51;56;24;23;19;19;19;15;0;0;0;0;0;0;9;12;0;;;;;;;;;;;;;;;;
Chemicals;China;Wanhua Chemical Group;Specialized Chemicals;China;Short Goodwill;-100,000;45;46;44;43;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Clariant;Specialized Chemicals;Switzerland;Complete Goodwill;0,673;0;1265;1169;1406;195;192;206;255;244;323;311;312;290;812;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;FMC;Specialized Chemicals;USA;Complete Goodwill;0,772;353;389;278;226;194;210;197;180;164;149;170;156;130;116;122;506;0;;;;;;;;;;;;;;;;
Chemicals;China;Yunnan Yuntianhua;Specialized Chemicals;China;Short Goodwill;-100,000;14;14;41;40;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;International Flavors & Fragrances;Specialized Chemicals;USA;Complete Goodwill;0,041;675;666;666;666;666;666;666;666;666;666;648;647;643;0;756;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;International Paper;Paper & Paper Products;USA;Complete Goodwill;0,586;3773;3987;4315;2346;2308;2290;2027;3650;2929;5043;4994;4793;5307;6543;6310;2596;2699;;;;;;;;;;;;;;;;
Chemicals;EU;UPM-Kymmene ;Paper & Paper Products;Finland;Complete Goodwill;0,561;280;302;294;1324;1359;1457;1304;1698;1998;1839;2116;2094;2184;1830;507;217;0;;;;;;;;;;;;;;;;
Chemicals;EU;Stora Enso;Paper & Paper Products;Finland;Complete Goodwill;0,667;294;304;299;291;286;298;290;734;1197;1168;1069;1136;1099;1996;2064;466;107;;;;;;;;;;;;;;;;
Chemicals;Japan;Oji Holdings;Paper & Paper Products;Japan;Short Goodwill;-100,000;0;0;185;194;107;80;90;97;113;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;Japan;Nippon Paper Industries;Paper & Paper Products;Japan;Short Goodwill;-100,000;0;22;200;214;212;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Smurfit Kappa Group;Paper & Paper Products;Ireland;Complete Goodwill;0,967;2755;3093;3024;2792;2844;3037;2828;3286;3014;2984;1905;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;EU;Mondi;Paper & Paper Products;UK;Complete Goodwill;0,880;849;907;889;324;423;421;525;965;673;617;871;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Chemicals;USA;MeadWestvaco;Paper & Paper Products;USA;Complete Goodwill;0,105;692;716;719;668;812;802;805;840;851;559;557;770;743;561;606;0;0;;;;;;;;;;;;;;;;
Chemicals;Latin;Empresas CMPC;Paper & Paper Products;Chile;Short Goodwill;-100,000;124;132;143;155;165;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Saint-Gobain;Construction Materials;France;Complete Goodwill;0,932;12724;14364;14466;14305;14671;15387;14918;13491;12310;11805;7058;6172;5751;5320;5559;4981;0;;;;;;;;;;;;;;;;
Construction;EU;Holcim;Construction Materials;Switzerland;Complete Goodwill;0,929;0;0;7990;8647;7807;8219;7746;8147;6495;5217;5230;1295;1633;1503;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Lafarge;Construction Materials;France;Complete Goodwill;0,947;13816;15228;16117;16455;19056;18982;18697;10908;9877;8074;8136;5224;4826;4363;2611;3157;0;;;;;;;;;;;;;;;;
Construction;EU;CRH;Construction Materials;Ireland;Complete Goodwill;0,912;4887;5157;5609;5572;5471;5615;5430;5084;3750;2666;2383;1856;1202;1012;884;629;0;;;;;;;;;;;;;;;;
Construction;EU;HeidelbergCement;Construction Materials;Germany;Complete Goodwill;0,938;0;0;14034;13945;14048;14046;13814;15600;3588;2920;3070;3105;2446;2138;934;1088;0;;;;;;;;;;;;;;;;
Construction;China;China National Bilding;Construction Materials;China;Complete Goodwill;0,994;6920;6991;4914;2306;1335;1031;718;149;32;7;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Asahi Glass;Construction Materials;Japan;Complete Goodwill;0,495;508;563;337;197;198;168;188;191;238;668;699;755;0;766;812;697;635;;;;;;;;;;;;;;;;
Construction;Japan;Daikin Industries;Construction Materials;Japan;Complete Goodwill;0,984;3097;3447;4365;2086;1943;1952;1871;1705;1810;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Latin;Cemex;Construction Materials;Mexico;Complete Goodwill;0,984;10894;11059;10829;12286;10759;11174;14772;13855;5185;5481;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Wolseley;Construction Materials;Switzerland;Complete Goodwill;0,935;923;1073;917;1395;1291;1394;1844;1575;936;654;536;511;323;281;164;123;0;;;;;;;;;;;;;;;;
Construction;Japan;Lixil Group;Construction Materials;Japan;Short Goodwill;-100,000;414;762;433;592;97;50;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Taiheiyo Cement;Construction Materials;Japan;Complete Goodwill;-0,192;78;104;134;145;178;192;206;193;170;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;USA;Masco;Construction Materials;USA;Complete Goodwill;0,537;1884;1903;1894;1891;2383;3108;3371;3938;3957;4171;4408;4491;4297;3234;2191;1743;1056;;;;;;;;;;;;;;;;
Construction;China;Anhui Conch Cement;Construction Materials;China;Short Goodwill;-100,000;60;50;34;12;2;2;2;2;2;0;13;4;5;6;6;7;0;;;;;;;;;;;;;;;;
Construction;EU;Italmobiliare;Construction Materials;Italy;Complete Goodwill;0,958;1982;2145;2175;2574;2788;2923;2845;2922;2501;2235;1602;1502;1360;1116;1208;1325;1403;;;;;;;;;;;;;;;;
Construction;EU;Sika;Construction Materials;Switzerland;Complete Goodwill;0,940;0;0;445;469;298;257;235;204;199;168;85;93;84;42;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Imerys;Construction Materials;France;Complete Goodwill;0,681;1346;1465;1327;1321;1264;1286;1257;1257;1047;990;760;629;600;527;130;227;0;;;;;;;;;;;;;;;;
Construction;China;BBMG;Construction Materials;China;Complete Goodwill;0,940;42;51;49;48;46;38;14;13;3;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;India;Grasim Industries;Construction Materials;India;Short Goodwill;-100,000;518;530;564;536;530;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Russia;Sibirskiy Cement;Construction Materials;Russia;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;East;Dangote Cement;Construction Materials;Nigeria;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Geberit;Construction Materials;Switzerland;Complete Goodwill;0,468;0;618;578;616;536;597;600;595;565;553;600;273;256;238;0;0;0;;;;;;;;;;;;;;;;
Construction;Asia;Semen Indonesia;Construction Materials;Indonesia;Short Goodwill;-100,000;0;2485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Latin;Grupo Argos;Construction Materials;Colombia;Complete Goodwill;0,925;1033;945;704;670;700;576;501;0;453;195;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Vinci;Construction Services;France;Complete Goodwill;0,834;8506;9667;8743;8115;8118;5156;5003;4939;3480;988;1881;906;960;790;741;671;0;;;;;;;;;;;;;;;;
Construction;China;China State Construction Engineering;Construction Services;China;Complete Goodwill;0,877;327;313;304;224;221;228;231;211;71;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;China;China State Construction International;Construction Services;China;Short Goodwill;-100,000;74;74;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;China;China Communication Construction;Construction Services;China;Short Goodwill;-100,000;248;51;49;47;44;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;China;China Railway Construction;Construction Services;China;Short Goodwill;-100,000;17;17;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;China;China Railway Group;Construction Services;China;Complete Goodwill;0,832;134;137;136;134;128;122;120;105;27;26;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Bouygues;Construction Services;France;Complete Goodwill;0,870;6429;7243;7471;7229;7357;7387;7209;7480;6310;5610;6159;332;309;321;312;254;0;;;;;;;;;;;;;;;;
Construction;India;Larsen&Toubro;Construction Services;India;Short Goodwill;-100,000;699;692;397;226;237;0;83;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Daiwa House Industry;Construction Services;Japan;Short Goodwill;-100,000;403;476;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Sekisui House;Construction Services;Japan;No Goodwill;-100,000;3;5;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Grupo ACS;Construction Services;Spain;Complete Goodwill;0,833;3520;3765;3386;3234;1529;1615;1583;4308;1434;1273;1371;1309;695;82;0;0;0;;;;;;;;;;;;;;;;
Construction;China;Sinohydro Group;Construction Services;China;Short Goodwill;-100,000;177;181;55;54;52;51;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;China;Metallurgical Corp of China;Construction Services;China;Complete Goodwill;0,402;44;46;60;80;81;147;234;139;75;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Skanska;Construction Services;Sweden;Complete Goodwill;0,647;0;0;839;740;604;606;580;696;665;563;522;580;663;794;0;0;0;;;;;;;;;;;;;;;;
Construction;USA;Fluor;Construction Services;USA;Complete Goodwill;0,681;113;114;101;96;88;88;87;78;78;77;77;54;21;22;25;0;0;;;;;;;;;;;;;;;;
Construction;EU;Eiffage;Construction Services;France;Complete Goodwill;0,993;3494;3934;3770;3694;3791;4055;3905;3541;2952;835;776;556;493;412;470;548;0;;;;;;;;;;;;;;;;
Construction;EU;FCC;Construction Services;Spain;Complete Goodwill;0,968;1790;1998;2608;3048;3477;3747;3574;3725;3260;561;362;241;265;322;390;397;0;;;;;;;;;;;;;;;;
Construction;Japan;Kajima;Construction Services;Japan;No Goodwill;-100,000;0;0;1;5;0;0;0;0;0;5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Obayashi;Construction Services;Japan;No Goodwill;-100,000;11;6;12;17;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Taisei;Construction Services;Japan;No Goodwill;-100,000;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Shimizu;Construction Services;Japan;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;EU;Strabag;Construction Services;Austria;Complete Goodwill;0,500;0;0;47;54;54;65;1;80;31;34;33;36;35;34;22;26;0;;;;;;;;;;;;;;;;
Construction;EU;Balfour Beatty;Construction Services;UK;Complete Goodwill;0,845;1286;1729;1839;2052;1848;1793;1808;1389;787;517;511;500;400;360;255;0;0;;;;;;;;;;;;;;;;
Construction;China;Shanghai Construction;Construction Services;China;Short Goodwill;-100,000;39;40;39;12;11;11;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;Japan;Daito Trust Construction;Construction Services;Japan;No Goodwill;-100,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Construction;S Korea;Hyundai Engineering;Construction Services;S Korea;Short Goodwill;-100,000;542;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
